hotelid,hotelname,hotelstars,lat,lon,address
802,Hotel Brisa Marina,3.0,39.5682549,3.3733452,"Hotel Brisa Marina, 15, Carrer Xaloc, Cala Moreia, Sant Llorenç des Cardassar, Llevant, Illes Balears, 07560, España"
803,Melbeach Hotel & Spa,3.0,,,
804,Trendhotel Alcudia,3.0,,,
805,Aparthotel Portodrach,4.0,,,
806,Ona Garden Lago,3.0,,,
807,Es Convent,5.0,39.6223823,2.9368104,"es Convent, sa Plaça, Ruberts, Sencelles, Pla de Mallorca, Illes Balears, 07220, España"
808,Leonardo Boutique Hotel Mallorca Port Portals,4.0,,,
809,Son Cosmet,4.0,,,
810,Sa Cabana Hotel Rural & SPA,4.0,,,
811,Jupiter Hotel,3.0,,,
812,Sis Pins,3.0,39.7371406,3.2200883,"Sis Pins, 23, Avinguda de Talaiot de sa Nineta, Son Serra de Marina, Santa Margalida, Pla de Mallorca, Illes Balears, 07459, España"
813,Cristina Apartamentos,2.0,,,
814,Apartamentos Llevant,5.0,,,
815,Ona Aucanada Club Aparthotel,3.0,,,
816,Ben Hur,3.0,,,
817,Nura Boreal,3.0,,,
818,BH Mallorca Apartments,3.0,,,
819,Globales Simar,3.0,,,
820,Can Alomar Luxury Boutique,5.0,,,
821,allsun App.-Hotel Orquidea Playa,5.0,,,
822,Born,2.0,39.5719151,2.6470748,"Born, 3, Carrer de Sant Jaume, el Call, Canavall, Palma, Illes Balears, 07012, España"
823,S'Hort de son Caulelles,4.0,,,
824,Fincahotel Binibona Parc Natural,4.0,,,
825,Albellons Parc Natural,4.0,,,
826,Iberostar Ciudad Blanca Alcudia Apartamentos,4.0,,,
827,Finca Son Mercadal,3.0,,,
828,Ca's Papa Sweet Hotel Valldemossa,4.0,,,
829,Duvabitat Apartments,3.0,,,
830,Stil Bonsai,3.0,39.7597682,3.1682528,"Stil Bonsai, 112, Carrer Isaac Peral, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
831,Segles,5.0,,,
832,Castell Dels Hams,4.0,,,
833,Hotel Honucai,4.0,,,
834,Ona Village Cala D'Or,3.0,,,
835,Posada Terra Santa,4.0,39.5697768,2.6534331,"Posada Terra Santa, 5, Carrer de la Posada de Terra Santa, el Call, Canamunt, Palma, Illes Balears, 07001, España"
836,Santuari de Cura,3.0,39.5275761,2.9260199,"Santuari de Cura, Ma-5018, Algaida, Pla de Mallorca, Illes Balears, 07210, España"
837,Zafiro Palace Alcudia,5.0,,,
838,Iberostar Cala Millor,5.0,,,
839,Apartamentos Venecia,5.0,,,
840,Hotel Triton Beach,4.0,,,
841,LoftOtel Canet,4.0,,,
842,R2 Bahia Cala Ratjada Design Hotel,4.0,,,
843,Sant Francesc Hotel Singular,5.0,,,
844,The Hostal,1.0,,,
845,Hotel Verónica & Apartaments Midas,3.0,,,
846,Apartamentos Balear Beach,1.0,,,
847,Hotel Mix Colombo,3.0,,,
848,Vintage Hotel Bella Colina est. 1953,3.0,,,
849,Es Revellar Art Resort,5.0,,,
850,Isla de Cabrera Aparthotel & Hotel,4.0,,,
851,Hoposa Cultural Boutique,2.0,,,
852,Son Perdiu,3.0,,,
853,Mar Hotels Paguera & Spa,4.0,,,
854,COOEE Cala Ratjada,4.0,,,
855,Iberostar Selection Llaut Palma - Adults Only,5.0,,,
856,Art Hotel Palma,4.0,,,
857,Cap Vermell Grand Hotel,5.0,,,
858,Can Feliu Ecoagroturismo,4.0,,,
859,Hotel Club Cala Murada,3.0,39.4595362,3.2740424,"Club Cala Domingos, Carrer de Pedro, Cales de Mallorca, Manacor, Llevant, Illes Balears, 07688, España"
860,AluaSun Cala Antena,3.0,39.4650885,3.2797226,"AluaSun Cala Antena, Carrer Cala Antena, Cales de Mallorca, Manacor, Llevant, Illes Balears, 07689, España"
861,Llaüt Boutique Hotel,4.0,,,
862,Marriott's Club Son Antem,5.0,,,
863,Sol Barbados,4.0,,,
864,Playamar Apartments,2.0,,,
865,PlayaMar Hotel,2.0,,,
866,Hotel Garbada & Complex,2.0,,,
867,Seasun Far,3.0,,,
868,Canyamel Park Hotel & Spa,4.0,,,
869,Illa d'Or Hotel & Illa d'Or Club,4.0,,,
870,MLL Palma Bay Club Resort,3.0,,,
871,Meliá Calviá Beach,4.0,,,
872,Nakar Hotel,4.0,39.5722319,2.6433582,"Nakar, Avinguda de Jaume III, Canavall, Palma, Illes Balears, 07012, España"
873,Zafiro Palace Palmanova,5.0,,,
874,Hipotels Gran Playa De Palma,4.0,39.5140885,2.7487563,"Hipotels Gran Playa de Palma, carrer de les Canyes, Les Meravelles, Ses Cadenes, Illes Balears, 07600, España"
875,Hipotels Playa de Palma Palace Hotel & Spa,5.0,,,
876,Caleia Talayot & Spa,5.0,,,
877,AluaSoul Carolina,4.0,,,
878,Hotel Creta Paguera,3.0,,,
879,Pleta De Mar Luxury Hotel by Nature,5.0,,,
880,Kyrat Amàrac Suites,4.0,,,
881,Yourhouse Alcudia,2.0,,,
882,Yourhouse Acapulco Apartamentos,1.0,,,
883,Es Corte Vell Inland Hotel,4.0,,,
884,Grupotel Los Principes & Spa  Hotel,4.0,,,
885,Agroturismo Ca'n Gaia,3.0,,,
886,Boutique Hotel Sant Jaume,5.0,,,
887,BO Hotel,4.0,39.5687134,2.6448497,"Bo, Carrer de Jaume Ferrer, Canamunt, Palma, Illes Balears, 07012, España"
888,Brick Hotel,3.0,39.5698830,2.6548224,"Brick Palma, 3, carrer del Forn d'en Vila, el Call, Foners, Palma, Illes Balears, 07002, España"
889,Meliá Palma Bay,4.0,39.5631939,2.6656516,"Palma Bay, Carrer de Felicià Fuster, la Roqueta, Nou Llevant, Palma, Illes Balears, 07006, España"
890,Hotel Turixant,4.0,,,
891,Hotel Es Princep,5.0,39.5656735,2.6552740,"es Príncep, Carrer del Bastió del Príncep, el Call, Foners, Palma, Illes Balears, 07002, España"
892,Hotel El Guía,2.0,,,
893,Mirabo de Valldemossa,4.0,,,
894,Hotel Sa Vall Valldemossa,3.0,,,
895,Agroturismo Ses Vistes,5.0,,,
896,Embat Hostel,2.0,39.5682277,2.9823424,"Embat, 4, carrer del Rector Escarrer, Montuïri, Pla de Mallorca, Illes Balears, 07199, España"
897,Ca'n Abril,4.0,,,
898,Hostal Bona Vista,5.0,,,
899,Metropolitan Playa JUKA Aparthotel,4.0,,,
900,Can Ribera by Zafiro,4.0,39.7373013,3.0592373,"Can Ribera by Zafiro, 1, carrer del Comtat, Muro, Pla de Mallorca, Illes Balears, 07440, España"
901,INNSiDE Calviá Beach,4.0,,,
902,Sa Torre,5.0,39.6341219,2.8477765,"Sa Torre, ses Alqueries, Santa Eugènia, Pla de Mallorca, Illes Balears, 07140, España"
903,whala!isabela,3.0,,,
904,Iberostar Grand Portals Nous,5.0,,,
905,Miramar,4.0,39.7660175,3.1555545,"Miramar, 1, Carrer Magallanes, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
906,Protur Palmeras Playa Hotel,4.0,,,
907,Sauló Beach Hotel,2.0,,,
908,Ses Fotges,3.0,39.8089231,3.1171998,"Ses Fotges, Carrer des Flamencs, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07408, España"
909,Ses Roquetes,2.0,39.7666478,3.1545135,"Apartamentos Ses Roquetes, 2, Carrer Hernán Cortés, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
910,Hipotels Cala Bona Club,4.0,,,
911,Aparthotel Marina Drach,2.0,,,
912,Alqueria Blanca,4.0,39.5115411,3.0514430,"s’Alqueria Blanca, Porreres, Pla de Mallorca, Illes Balears, 07260, España"
913,TUI BLUE Alcudia Pins,4.0,,,
914,Stil Mar y Paz,2.0,,,
915,Hostal Diana,1.0,,,
916,Mon Boutique Hotel,4.0,,,
917,Es Quatre Cantons,4.0,39.6298050,3.0162507,"es Quatre Cantons, Sineu, Pla de Mallorca, Illes Balears, 07510, España"
918,Hipotels Coma Gran,4.0,,,
919,Son Galceran,4.0,39.6263807,3.0311127,"Son Galceran, camí vell d'Ariany, Sineu, Pla de Mallorca, Illes Balears, 07510, España"
920,Torre Playa,3.0,,,
921,Apartamentos Don Miguel & Hotel Panorama,2.0,,,
922,Hotel Fonda Llabres,2.0,,,
923,Hostal Apuntadores,2.0,39.5690033,2.6456856,"Hostal Apuntadores, Carrer dels Apuntadors, el Call, Canamunt, Palma, Illes Balears, 07012, España"
924,Levante,4.0,39.4782147,-0.5697875,"Avalon Informatica y servicios - Delegacion de Levante, 2, Carrer de Mallorca, Polígon Industrial Poio de Reva, Venta de Poio, Riba-roja de Túria, el Camp de Túria, València / Valencia, Comunitat Valenciana, 46190, España"
925,Vista Park Hotel,3.0,39.7605337,3.1658329,"Vista park, Carrer de la Badia, Son Bauló, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
926,The Lis,2.0,,,
927,THB Gran Bahía Hotel,4.0,,,
928,Forn Nou,3.0,39.6193660,2.6549903,"Forn Nou, Carrer d'Agustí, Son Sardina, Palma, Illes Balears, 07120, España"
929,HSM Solivera,4.0,,,
930,Flor Los Almendros,5.0,,,
931,Hotel Son Ametler,4.0,,,
932,Fleming Hostel,2.0,,,
933,EIX Lagotel Apartamentos,4.0,,,
934,Apartamentos Alborada,1.0,,,
935,Rafa Nadal Sport Residence,5.0,,,
936,Hotel Casablanca,3.0,,,
937,Agroturisme Es Picot,3.0,,,
938,Hotel The Sky,4.0,,,
939,Singular Hostel By Eurotels,2.0,,,
940,Hotel Gloria De Sant Jaume,5.0,,,
941,Senator Cala Millor,4.0,,,
942,New Can Furios,4.0,,,
943,Palma Beach Hotel & Apt,2.0,,,
944,Cases de Son Barbassa,4.0,,,
945,EIX Lagotel Hotel,4.0,,,
946,Santuari de Lluc,1.0,,,
947,azuLine Hotel Palmanova Garden,2.0,,,
948,Son Caliu Apartamentos,1.0,,,
949,S'Estelrica Finca Hotel,4.0,,,
950,Summum Prime Boutique Hotel,5.0,,,
951,ICON Rosetó,5.0,39.5719363,2.6494001,"Icon Rosetó, 6, Carrer de Can Campaner, el Call, Canavall, Palma, Illes Balears, 07003, España"
952,Hotel Morlans & Morlans Garden & Suites,3.0,,,
953,Inturotel Cala Azul Park & Esmeralda Park,3.0,,,
954,Can Bordoy Gran House & Garden,5.0,,,
955,Protur Naisa Palma,4.0,39.5743202,2.6421792,"Naisa, carrer de Simó Ballester, Canavall, Palma, Illes Balears, 07011, España"
956,Hotel Creu de Tau Art & Spa,5.0,,,
957,La Santamaría Apartamentos,3.0,,,
958,Yartan Boutique Hotel,4.0,,,
959,Petit Hotel Sant Miquel,4.0,,,
960,Hotel The Place,4.0,,,
961,Sol i Vida,4.0,,,
962,Eques Petit Resort,2.0,,,
963,Protur Bonamar,4.0,,,
964,Finca Serena,5.0,39.5884695,2.9469023,"Hotel Finca Serena, 3, Camí de sa Font des Puig Molto, Montuïri, Pla de Mallorca, Illes Balears, 07230, España"
965,Fil Suites,5.0,,,
966,Forum Boutique Hotel & Spa,4.0,,,
967,Mar Salada Apartments,5.0,,,
968,Som Ars Magna Bleisure Hotel,4.0,,,
969,Cala Morlanda Estudios,3.0,,,
970,YourHouse Port,1.0,,,
971,Hotel El Llorenc Parc De La Mar,5.0,,,
972,Ca Sa Tieta,3.0,,,
973,Hotel Soller Plaza,4.0,,,
974,Zafiro Palace Andratx,5.0,,,
975,Seasun Aniram,4.0,,,
976,INNER Kompas Studios,3.0,,,
977,THB Gran Bahía Apartments,3.0,,,
978,Terreno Studios,4.0,,,
979,Aubamar Suites & Spa,5.0,39.5170176,2.7481895,"Aubamar Suites & Spa, 17, carrer de les Canyes, Les Meravelles, Palma, Illes Balears, 07600, España"
980,Hotel Rocamarina,4.0,,,
981,Mariner Club Apartments,3.0,,,
982,Grupotel Playa Camp de Mar,4.0,,,
983,Hotel Nou Baleares,4.0,39.5749964,2.9922049,"Es Figueral nou, Ma-3220, Montuïri, Pla de Mallorca, Illes Balears, 07199, España"
984,Lluna Aqua Hotel,4.0,,,
985,Hotel Ynaira,5.0,39.6495185,3.1113740,"Ynaira, carrer Major, Ariany, Pla de Mallorca, Illes Balears, 07529, España"
986,Hostal Beijuan,2.0,,,
987,Hostal Residencia San Francisco,3.0,,,
988,Palacio Can Marqués,5.0,,,
989,Senda Caimari Hotel,1.0,,,
990,Ses Cases Noves Finca,3.0,,,
991,Beach Inn,1.0,,,
992,New Art Hostel Albergue Juvenil,1.0,,,
993,Casa Galileo,1.0,,,
994,Edificio PrÍncipe,1.0,,,
995,Sofia Alcúdia Beach,4.0,,,
996,Samaritana Suites,4.0,39.5701889,2.6531635,"Samaritana Suites, 2, carrer del Pes de la Farina, el Call, Canamunt, Palma, Illes Balears, 07001, España"
997,The Boc Suites,4.0,,,
998,Hotel Sabina & Suites,4.0,,,
